trial,production,rewarded_time,delivered_reward,passed_time,received_reward
7,P6,3.765,5.0,0.062,4.938
8,P6,4.861,5.0,0.062,4.938
9,P6,5.333,5.0,0.062,4.938
10,P6,5.942,5.0,0.062,4.938
11,P6,6.42,5.0,0.062,4.938
12,P6,7.113,5.0,0.062,4.938
13,P6,7.575,5.0,0.062,4.938
14,P6,8.255,5.0,0.062,4.938
15,P6,8.749,5.0,0.062,4.938
16,P6,9.232,5.0,0.062,4.938
17,P6,9.741,5.0,0.062,4.938
1,P9,0.144,9.5257,0.094,9.431700000000001
2,P9,0.859,9.5257,0.094,9.431700000000001
3,P9,1.578,9.5257,0.094,9.431700000000001
4,P9,2.158,9.5257,0.094,9.431700000000001
5,P9,3.224,9.5257,0.094,9.431700000000001
6,P9,3.869,9.5257,0.094,9.431700000000001
7,P9,4.536,9.5257,0.094,9.431700000000001
8,P9,5.435,9.5257,0.094,9.431700000000001
9,P9,6.103,9.5257,0.094,9.431700000000001
10,P9,6.502,9.5257,0.094,9.431700000000001
11,P9,7.105,9.5257,0.094,9.431700000000001
12,P9,7.546,9.5257,0.094,9.431700000000001
13,P9,8.111,9.5257,0.094,9.431700000000001
14,P9,8.604,9.5257,0.094,9.431700000000001
15,P9,9.06,9.5257,0.094,9.431700000000001
16,P9,9.584,9.5257,0.094,9.431700000000001
1,P8,0.133,8.808,0.083,8.725
2,P8,0.616,8.808,0.083,8.725
3,P8,1.265,8.808,0.083,8.725
4,P8,1.984,8.808,0.083,8.725
5,P8,2.545,8.808,0.083,8.725
6,P8,2.929,8.808,0.083,8.725
7,P8,3.578,8.808,0.083,8.725
8,P8,4.018,8.808,0.083,8.725
9,P8,4.641,8.808,0.083,8.725
10,P8,5.135,8.808,0.083,8.725
11,P8,5.61,8.808,0.083,8.725
12,P8,6.036,8.808,0.083,8.725
13,P8,6.714,8.808,0.083,8.725
14,P8,7.19,8.808,0.083,8.725
15,P8,7.905,8.808,0.083,8.725
16,P8,8.396,8.808,0.083,8.725
17,P8,8.745,8.808,0.083,8.725
18,P8,9.162,8.808,0.083,8.725
19,P8,9.543,8.808,0.083,8.725
20,P8,9.88,8.808,0.083,8.725
1,P8,0.133,8.808,0.083,8.725
2,P8,0.559,8.808,0.083,8.725
3,P8,1.175,8.808,0.083,8.725
4,P8,1.737,8.808,0.083,8.725
5,P8,2.664,8.808,0.083,8.725
6,P8,3.668,8.808,0.083,8.725
7,P8,4.256,8.808,0.083,8.725
8,P8,4.856,8.808,0.083,8.725
9,P8,5.599,8.808,0.083,8.725
10,P8,6.012,8.808,0.083,8.725
11,P8,6.511,8.808,0.083,8.725
12,P8,6.838,8.808,0.083,8.725
13,P8,7.271,8.808,0.083,8.725
14,P8,7.897,8.808,0.083,8.725
15,P8,8.39,8.808,0.083,8.725
16,P8,9.156,8.808,0.083,8.725
17,P8,9.695,8.808,0.083,8.725
1,P7,0.122,7.3106,0.072,7.2386
2,P1,0.779,0.0669,0.01,0.0569
3,P7,1.321,7.3106,0.072,7.2386
4,P7,1.796,7.3106,0.072,7.2386
5,P7,2.424,7.3106,0.072,7.2386
6,P7,3.102,7.3106,0.072,7.2386
7,P7,3.737,7.3106,0.072,7.2386
8,P7,4.454,7.3106,0.072,7.2386
9,P7,5.015,7.3106,0.072,7.2386
10,P7,5.497,7.3106,0.072,7.2386
11,P7,6.069,7.3106,0.072,7.2386
12,P7,6.647,7.3106,0.072,7.2386
13,P7,7.261,7.3106,0.072,7.2386
14,P7,7.928,7.3106,0.072,7.2386
15,P7,8.3,7.3106,0.072,7.2386
16,P7,8.959,7.3106,0.072,7.2386
17,P7,9.41,7.3106,0.072,7.2386
18,P7,9.994,7.3106,0.072,7.2386
1,P4,0.091,1.192,0.041,1.151
2,P7,0.593,7.3106,0.072,7.2386
3,P2,1.13,0.1799,0.02,0.15990000000000001
4,P7,1.895,7.3106,0.072,7.2386
5,P7,2.832,7.3106,0.072,7.2386
6,P7,3.392,7.3106,0.072,7.2386
7,P7,4.108,7.3106,0.072,7.2386
8,P7,4.617,7.3106,0.072,7.2386
9,P7,5.215,7.3106,0.072,7.2386
10,P7,5.911,7.3106,0.072,7.2386
11,P7,6.768,7.3106,0.072,7.2386
12,P7,7.117,7.3106,0.072,7.2386
13,P7,7.652,7.3106,0.072,7.2386
14,P7,8.221,7.3106,0.072,7.2386
15,P7,8.72,7.3106,0.072,7.2386
16,P7,9.278,7.3106,0.072,7.2386
17,P7,9.69,7.3106,0.072,7.2386
1,P1,0.06,0.0669,0.01,0.0569
2,P1,0.454,0.0669,0.01,0.0569
3,P8,1.176,8.808,0.083,8.725
4,P8,1.895,8.808,0.083,8.725
5,P8,2.625,8.808,0.083,8.725
6,P8,3.316,8.808,0.083,8.725
7,P8,3.996,8.808,0.083,8.725
8,P8,4.7,8.808,0.083,8.725
9,P8,5.501,8.808,0.083,8.725
10,P8,6.016,8.808,0.083,8.725
11,P8,6.579,8.808,0.083,8.725
12,P8,6.977,8.808,0.083,8.725
13,P8,7.719,8.808,0.083,8.725
14,P8,8.295,8.808,0.083,8.725
15,P8,8.762,8.808,0.083,8.725
16,P8,9.331,8.808,0.083,8.725
17,P8,9.804,8.808,0.083,8.725
1,P3,0.08,0.4743,0.03,0.44430000000000003
2,P5,0.505,2.6894,0.051,2.6384
3,P6,1.065,5.0,0.062,4.938
4,P6,1.664,5.0,0.062,4.938
5,P6,2.17,5.0,0.062,4.938
6,P6,2.672,5.0,0.062,4.938
7,P6,3.28,5.0,0.062,4.938
8,P6,3.914,5.0,0.062,4.938
9,P6,4.724,5.0,0.062,4.938
10,P6,5.153,5.0,0.062,4.938
11,P6,5.612,5.0,0.062,4.938
12,P6,6.167,5.0,0.062,4.938
13,P6,6.666,5.0,0.062,4.938
14,P6,7.144,5.0,0.062,4.938
15,P6,7.68,5.0,0.062,4.938
16,P6,8.764,5.0,0.062,4.938
17,P6,9.578,5.0,0.062,4.938
1,P3,0.08,0.4743,0.03,0.44430000000000003
2,P10,0.977,9.8201,0.105,9.7151
3,P10,1.654,9.8201,0.105,9.7151
4,P10,2.626,9.8201,0.105,9.7151
5,P10,3.448,9.8201,0.105,9.7151
6,P10,4.122,9.8201,0.105,9.7151
7,P10,4.773,9.8201,0.105,9.7151
8,P10,5.722,9.8201,0.105,9.7151
9,P10,6.437,9.8201,0.105,9.7151
10,P10,7.742,9.8201,0.105,9.7151
11,P10,8.193,9.8201,0.105,9.7151
12,P10,8.883,9.8201,0.105,9.7151
13,P10,9.412,9.8201,0.105,9.7151
14,P10,9.901,9.8201,0.105,9.7151
1,P10,0.155,9.8201,0.105,9.7151
2,P10,0.739,9.8201,0.105,9.7151
3,P10,1.585,9.8201,0.105,9.7151
4,P10,2.259,9.8201,0.105,9.7151
5,P10,2.854,9.8201,0.105,9.7151
6,P10,3.383,9.8201,0.105,9.7151
7,P10,3.898,9.8201,0.105,9.7151
8,P10,5.069,9.8201,0.105,9.7151
9,P10,5.774,9.8201,0.105,9.7151
10,P10,6.326,9.8201,0.105,9.7151
11,P10,6.917,9.8201,0.105,9.7151
12,P10,7.48,9.8201,0.105,9.7151
13,P10,8.209,9.8201,0.105,9.7151
14,P10,8.664,9.8201,0.105,9.7151
15,P10,9.382,9.8201,0.105,9.7151
16,P10,9.915,9.8201,0.105,9.7151
1,P2,0.07,0.1799,0.02,0.15990000000000001
2,P3,0.628,0.4743,0.03,0.44430000000000003
3,P7,1.42,7.3106,0.072,7.2386
4,P7,1.841,7.3106,0.072,7.2386
5,P7,2.318,7.3106,0.072,7.2386
6,P7,2.685,7.3106,0.072,7.2386
7,P7,3.422,7.3106,0.072,7.2386
8,P7,3.986,7.3106,0.072,7.2386
9,P7,4.647,7.3106,0.072,7.2386
10,P7,5.264,7.3106,0.072,7.2386
11,P7,5.889,7.3106,0.072,7.2386
12,P7,6.398,7.3106,0.072,7.2386
13,P7,6.98,7.3106,0.072,7.2386
14,P7,7.389,7.3106,0.072,7.2386
15,P7,7.931,7.3106,0.072,7.2386
16,P7,8.639,7.3106,0.072,7.2386
17,P7,9.337,7.3106,0.072,7.2386
18,P7,9.953,7.3106,0.072,7.2386
1,P9,0.144,9.5257,0.094,9.431700000000001
2,P9,0.625,9.5257,0.094,9.431700000000001
3,P9,1.521,9.5257,0.094,9.431700000000001
4,P9,2.538,9.5257,0.094,9.431700000000001
5,P9,3.264,9.5257,0.094,9.431700000000001
6,P9,4.055,9.5257,0.094,9.431700000000001
7,P9,4.773,9.5257,0.094,9.431700000000001
8,P9,5.28,9.5257,0.094,9.431700000000001
9,P9,5.856,9.5257,0.094,9.431700000000001
10,P9,6.594,9.5257,0.094,9.431700000000001
11,P9,7.177,9.5257,0.094,9.431700000000001
12,P9,7.537,9.5257,0.094,9.431700000000001
13,P9,8.152,9.5257,0.094,9.431700000000001
14,P9,8.677,9.5257,0.094,9.431700000000001
15,P9,9.17,9.5257,0.094,9.431700000000001
16,P9,9.596,9.5257,0.094,9.431700000000001
1,P9,0.144,9.5257,0.094,9.431700000000001
2,P9,0.86,9.5257,0.094,9.431700000000001
3,P9,1.64,9.5257,0.094,9.431700000000001
4,P9,2.225,9.5257,0.094,9.431700000000001
5,P9,2.702,9.5257,0.094,9.431700000000001
6,P9,3.372,9.5257,0.094,9.431700000000001
7,P9,3.993,9.5257,0.094,9.431700000000001
8,P9,4.54,9.5257,0.094,9.431700000000001
9,P9,5.526,9.5257,0.094,9.431700000000001
10,P9,6.35,9.5257,0.094,9.431700000000001
11,P9,6.978,9.5257,0.094,9.431700000000001
12,P9,7.488,9.5257,0.094,9.431700000000001
13,P9,7.87,9.5257,0.094,9.431700000000001
14,P9,8.471,9.5257,0.094,9.431700000000001
15,P9,8.886,9.5257,0.094,9.431700000000001
16,P9,9.442,9.5257,0.094,9.431700000000001
17,P9,9.848,9.5257,0.094,9.431700000000001
1,P10,0.155,9.8201,0.105,9.7151
2,P10,0.716,9.8201,0.105,9.7151
3,P10,1.329,9.8201,0.105,9.7151
4,P10,2.126,9.8201,0.105,9.7151
5,P10,2.948,9.8201,0.105,9.7151
6,P10,3.506,9.8201,0.105,9.7151
7,P10,4.246,9.8201,0.105,9.7151
8,P10,4.91,9.8201,0.105,9.7151
9,P10,5.582,9.8201,0.105,9.7151
10,P10,6.426,9.8201,0.105,9.7151
11,P10,7.051,9.8201,0.105,9.7151
12,P10,7.602,9.8201,0.105,9.7151
13,P10,8.141,9.8201,0.105,9.7151
14,P10,8.918,9.8201,0.105,9.7151
15,P10,9.557,9.8201,0.105,9.7151
1,P3,0.08,0.4743,0.03,0.44430000000000003
2,P10,0.72,9.8201,0.105,9.7151
3,P10,1.314,9.8201,0.105,9.7151
4,P10,1.815,9.8201,0.105,9.7151
5,P10,2.318,9.8201,0.105,9.7151
6,P10,3.028,9.8201,0.105,9.7151
7,P10,4.333,9.8201,0.105,9.7151
8,P10,5.464,9.8201,0.105,9.7151
9,P10,5.901,9.8201,0.105,9.7151
10,P10,6.391,9.8201,0.105,9.7151
11,P10,7.284,9.8201,0.105,9.7151
12,P10,7.9,9.8201,0.105,9.7151
13,P10,8.572,9.8201,0.105,9.7151
14,P10,9.087,9.8201,0.105,9.7151
15,P10,9.883,9.8201,0.105,9.7151
1,P6,0.112,5.0,0.062,4.938
2,P6,0.676,5.0,0.062,4.938
3,P6,1.327,5.0,0.062,4.938
4,P6,1.996,5.0,0.062,4.938
5,P6,2.523,5.0,0.062,4.938
6,P6,3.079,5.0,0.062,4.938
7,P6,3.6,5.0,0.062,4.938
8,P6,4.104,5.0,0.062,4.938
9,P6,4.663,5.0,0.062,4.938
10,P6,5.093,5.0,0.062,4.938
11,P6,5.472,5.0,0.062,4.938
12,P6,6.453,5.0,0.062,4.938
13,P6,6.938,5.0,0.062,4.938
14,P6,7.574,5.0,0.062,4.938
15,P6,8.14,5.0,0.062,4.938
16,P6,8.605,5.0,0.062,4.938
17,P6,9.286,5.0,0.062,4.938
18,P6,9.684,5.0,0.062,4.938
1,P3,0.08,0.4743,0.03,0.44430000000000003
2,P10,0.535,9.8201,0.105,9.7151
3,P10,1.06,9.8201,0.105,9.7151
4,P10,1.585,9.8201,0.105,9.7151
5,P10,2.144,9.8201,0.105,9.7151
6,P10,2.83,9.8201,0.105,9.7151
7,P10,3.345,9.8201,0.105,9.7151
8,P10,4.072,9.8201,0.105,9.7151
9,P10,5.157,9.8201,0.105,9.7151
10,P10,5.602,9.8201,0.105,9.7151
11,P10,6.232,9.8201,0.105,9.7151
12,P10,6.742,9.8201,0.105,9.7151
13,P10,7.176,9.8201,0.105,9.7151
14,P10,7.847,9.8201,0.105,9.7151
15,P10,8.456,9.8201,0.105,9.7151
16,P10,9.04,9.8201,0.105,9.7151
17,P10,9.791,9.8201,0.105,9.7151
1,P10,0.155,9.8201,0.105,9.7151
2,P10,0.739,9.8201,0.105,9.7151
3,P10,1.374,9.8201,0.105,9.7151
4,P10,1.92,9.8201,0.105,9.7151
5,P10,3.136,9.8201,0.105,9.7151
6,P10,3.705,9.8201,0.105,9.7151
7,P10,4.161,9.8201,0.105,9.7151
8,P10,4.638,9.8201,0.105,9.7151
9,P10,5.33,9.8201,0.105,9.7151
10,P10,5.792,9.8201,0.105,9.7151
11,P10,6.437,9.8201,0.105,9.7151
12,P10,7.025,9.8201,0.105,9.7151
13,P10,7.432,9.8201,0.105,9.7151
14,P10,7.803,9.8201,0.105,9.7151
15,P10,8.341,9.8201,0.105,9.7151
16,P10,8.822,9.8201,0.105,9.7151
17,P10,9.277,9.8201,0.105,9.7151
18,P10,9.677,9.8201,0.105,9.7151
1,P7,0.122,7.3106,0.072,7.2386
2,P7,0.587,7.3106,0.072,7.2386
3,P7,1.395,7.3106,0.072,7.2386
4,P7,1.955,7.3106,0.072,7.2386
5,P7,2.433,7.3106,0.072,7.2386
6,P7,2.864,7.3106,0.072,7.2386
7,P7,3.682,7.3106,0.072,7.2386
8,P7,4.206,7.3106,0.072,7.2386
9,P7,4.721,7.3106,0.072,7.2386
10,P7,5.22,7.3106,0.072,7.2386
11,P7,5.649,7.3106,0.072,7.2386
12,P7,6.151,7.3106,0.072,7.2386
13,P7,6.52,7.3106,0.072,7.2386
14,P7,7.003,7.3106,0.072,7.2386
15,P7,7.41,7.3106,0.072,7.2386
16,P7,7.933,7.3106,0.072,7.2386
17,P7,8.274,7.3106,0.072,7.2386
18,P7,8.646,7.3106,0.072,7.2386
19,P7,9.266,7.3106,0.072,7.2386
20,P7,9.866,7.3106,0.072,7.2386
1,P1,0.06,0.0669,0.01,0.0569
2,P2,0.559,0.1799,0.02,0.15990000000000001
3,P3,1.111,0.4743,0.03,0.44430000000000003
4,P2,1.861,0.1799,0.02,0.15990000000000001
5,P8,2.529,8.808,0.083,8.725
6,P8,3.132,8.808,0.083,8.725
7,P8,3.748,8.808,0.083,8.725
8,P8,4.458,8.808,0.083,8.725
9,P8,5.221,8.808,0.083,8.725
10,P8,5.974,8.808,0.083,8.725
11,P8,6.749,8.808,0.083,8.725
12,P8,7.113,8.808,0.083,8.725
13,P8,7.728,8.808,0.083,8.725
14,P8,8.904,8.808,0.083,8.725
15,P8,9.427,8.808,0.083,8.725
16,P8,9.911,8.808,0.083,8.725
1,P10,0.155,9.8201,0.105,9.7151
2,P10,0.792,9.8201,0.105,9.7151
3,P10,1.439,9.8201,0.105,9.7151
4,P10,2.744,9.8201,0.105,9.7151
5,P10,3.337,9.8201,0.105,9.7151
6,P10,3.832,9.8201,0.105,9.7151
7,P10,4.43,9.8201,0.105,9.7151
8,P10,4.805,9.8201,0.105,9.7151
9,P10,5.866,9.8201,0.105,9.7151
10,P10,6.444,9.8201,0.105,9.7151
11,P10,7.206,9.8201,0.105,9.7151
12,P10,7.885,9.8201,0.105,9.7151
13,P10,8.327,9.8201,0.105,9.7151
14,P10,8.964,9.8201,0.105,9.7151
15,P10,9.675,9.8201,0.105,9.7151
1,P7,0.122,7.3106,0.072,7.2386
2,P7,0.628,7.3106,0.072,7.2386
3,P7,1.51,7.3106,0.072,7.2386
4,P7,2.415,7.3106,0.072,7.2386
5,P7,2.886,7.3106,0.072,7.2386
6,P7,3.499,7.3106,0.072,7.2386
7,P7,4.105,7.3106,0.072,7.2386
8,P7,4.716,7.3106,0.072,7.2386
9,P7,5.918,7.3106,0.072,7.2386
10,P7,6.674,7.3106,0.072,7.2386
11,P7,7.109,7.3106,0.072,7.2386
12,P7,7.61,7.3106,0.072,7.2386
13,P7,8.146,7.3106,0.072,7.2386
14,P7,8.571,7.3106,0.072,7.2386
15,P7,9.159,7.3106,0.072,7.2386
16,P7,9.707,7.3106,0.072,7.2386
1,P1,0.06,0.0669,0.01,0.0569
2,P4,0.641,1.192,0.041,1.151
3,P6,1.335,5.0,0.062,4.938
4,P6,2.06,5.0,0.062,4.938
5,P6,2.513,5.0,0.062,4.938
6,P6,3.138,5.0,0.062,4.938
7,P6,3.766,5.0,0.062,4.938
8,P6,4.897,5.0,0.062,4.938
9,P6,5.53,5.0,0.062,4.938
10,P6,5.929,5.0,0.062,4.938
11,P6,6.76,5.0,0.062,4.938
12,P6,7.343,5.0,0.062,4.938
13,P6,7.973,5.0,0.062,4.938
14,P6,8.569,5.0,0.062,4.938
15,P6,9.129,5.0,0.062,4.938
16,P6,9.559,5.0,0.062,4.938
17,P6,9.955,5.0,0.062,4.938
1,P10,0.155,9.8201,0.105,9.7151
2,P10,0.593,9.8201,0.105,9.7151
3,P10,1.292,9.8201,0.105,9.7151
4,P10,2.021,9.8201,0.105,9.7151
5,P10,2.768,9.8201,0.105,9.7151
6,P10,3.177,9.8201,0.105,9.7151
7,P10,3.683,9.8201,0.105,9.7151
8,P10,4.497,9.8201,0.105,9.7151
9,P10,5.15,9.8201,0.105,9.7151
10,P10,5.927,9.8201,0.105,9.7151
11,P10,6.409,9.8201,0.105,9.7151
12,P10,7.223,9.8201,0.105,9.7151
13,P10,7.779,9.8201,0.105,9.7151
14,P10,8.298,9.8201,0.105,9.7151
15,P10,8.777,9.8201,0.105,9.7151
16,P10,9.214,9.8201,0.105,9.7151
17,P10,9.932,9.8201,0.105,9.7151
1,P2,0.07,0.1799,0.02,0.15990000000000001
2,P7,0.579,7.3106,0.072,7.2386
3,P7,1.192,7.3106,0.072,7.2386
4,P7,1.592,7.3106,0.072,7.2386
5,P7,2.199,7.3106,0.072,7.2386
6,P7,2.665,7.3106,0.072,7.2386
7,P7,3.149,7.3106,0.072,7.2386
8,P7,3.942,7.3106,0.072,7.2386
9,P7,4.381,7.3106,0.072,7.2386
10,P7,5.075,7.3106,0.072,7.2386
11,P7,5.485,7.3106,0.072,7.2386
12,P7,6.413,7.3106,0.072,7.2386
13,P7,7.355,7.3106,0.072,7.2386
14,P7,7.742,7.3106,0.072,7.2386
15,P7,8.292,7.3106,0.072,7.2386
16,P7,8.65,7.3106,0.072,7.2386
17,P7,9.08,7.3106,0.072,7.2386
18,P7,9.621,7.3106,0.072,7.2386
1,P4,0.091,1.192,0.041,1.151
2,P5,0.548,2.6894,0.051,2.6384
3,P6,1.221,5.0,0.062,4.938
4,P6,1.992,5.0,0.062,4.938
5,P6,2.468,5.0,0.062,4.938
6,P6,2.947,5.0,0.062,4.938
7,P6,3.406,5.0,0.062,4.938
8,P6,3.975,5.0,0.062,4.938
9,P6,4.698,5.0,0.062,4.938
10,P6,5.184,5.0,0.062,4.938
11,P6,5.675,5.0,0.062,4.938
12,P6,6.212,5.0,0.062,4.938
13,P6,6.969,5.0,0.062,4.938
14,P6,7.587,5.0,0.062,4.938
15,P6,8.121,5.0,0.062,4.938
16,P6,8.551,5.0,0.062,4.938
17,P6,9.214,5.0,0.062,4.938
18,P6,9.698,5.0,0.062,4.938
1,P4,0.091,1.192,0.041,1.151
2,P2,0.663,0.1799,0.02,0.15990000000000001
3,P5,1.268,2.6894,0.051,2.6384
4,P9,1.805,9.5257,0.094,9.431700000000001
5,P9,2.539,9.5257,0.094,9.431700000000001
6,P9,3.24,9.5257,0.094,9.431700000000001
7,P9,3.815,9.5257,0.094,9.431700000000001
8,P9,4.329,9.5257,0.094,9.431700000000001
9,P9,5.002,9.5257,0.094,9.431700000000001
10,P9,5.799,9.5257,0.094,9.431700000000001
11,P9,6.485,9.5257,0.094,9.431700000000001
12,P9,6.914,9.5257,0.094,9.431700000000001
13,P9,7.642,9.5257,0.094,9.431700000000001
14,P9,8.204,9.5257,0.094,9.431700000000001
15,P9,8.726,9.5257,0.094,9.431700000000001
16,P9,9.404,9.5257,0.094,9.431700000000001
1,P3,0.08,0.4743,0.03,0.44430000000000003
2,P6,0.669,5.0,0.062,4.938
3,P6,1.437,5.0,0.062,4.938
4,P6,2.145,5.0,0.062,4.938
5,P6,2.769,5.0,0.062,4.938
6,P6,3.239,5.0,0.062,4.938
7,P6,3.672,5.0,0.062,4.938
8,P6,4.234,5.0,0.062,4.938
9,P6,4.987,5.0,0.062,4.938
10,P6,5.373,5.0,0.062,4.938
11,P6,5.75,5.0,0.062,4.938
12,P6,6.382,5.0,0.062,4.938
13,P6,6.881,5.0,0.062,4.938
14,P6,7.393,5.0,0.062,4.938
15,P6,7.804,5.0,0.062,4.938
16,P6,8.46,5.0,0.062,4.938
17,P6,9.246,5.0,0.062,4.938
18,P6,9.65,5.0,0.062,4.938
1,P10,0.155,9.8201,0.105,9.7151
2,P10,0.846,9.8201,0.105,9.7151
3,P10,1.396,9.8201,0.105,9.7151
4,P10,1.94,9.8201,0.105,9.7151
5,P10,2.598,9.8201,0.105,9.7151
6,P10,3.404,9.8201,0.105,9.7151
7,P10,4.312,9.8201,0.105,9.7151
8,P10,4.886,9.8201,0.105,9.7151
9,P10,5.603,9.8201,0.105,9.7151
10,P10,6.004,9.8201,0.105,9.7151
11,P10,6.516,9.8201,0.105,9.7151
12,P10,6.985,9.8201,0.105,9.7151
13,P10,7.395,9.8201,0.105,9.7151
14,P10,7.875,9.8201,0.105,9.7151
15,P10,8.547,9.8201,0.105,9.7151
16,P10,8.908,9.8201,0.105,9.7151
17,P10,9.499,9.8201,0.105,9.7151
1,P8,0.133,8.808,0.083,8.725
2,P8,0.731,8.808,0.083,8.725
3,P8,1.356,8.808,0.083,8.725
4,P8,1.909,8.808,0.083,8.725
5,P8,2.666,8.808,0.083,8.725
6,P8,3.467,8.808,0.083,8.725
7,P8,4.051,8.808,0.083,8.725
8,P8,4.595,8.808,0.083,8.725
9,P8,5.203,8.808,0.083,8.725
10,P8,5.865,8.808,0.083,8.725
11,P8,6.868,8.808,0.083,8.725
12,P8,7.538,8.808,0.083,8.725
13,P8,7.976,8.808,0.083,8.725
14,P8,8.494,8.808,0.083,8.725
15,P8,9.001,8.808,0.083,8.725
16,P8,9.524,8.808,0.083,8.725
1,P1,0.06,0.0669,0.01,0.0569
2,P5,0.605,2.6894,0.051,2.6384
3,P1,1.313,0.0669,0.01,0.0569
4,P5,1.818,2.6894,0.051,2.6384
5,P5,2.527,2.6894,0.051,2.6384
6,P4,2.996,1.192,0.041,1.151
7,P5,3.508,2.6894,0.051,2.6384
8,P5,4.113,2.6894,0.051,2.6384
9,P5,4.578,2.6894,0.051,2.6384
10,P5,4.909,2.6894,0.051,2.6384
11,P5,5.281,2.6894,0.051,2.6384
12,P5,5.905,2.6894,0.051,2.6384
13,P5,6.212,2.6894,0.051,2.6384
14,P5,6.649,2.6894,0.051,2.6384
15,P5,7.098,2.6894,0.051,2.6384
16,P5,7.556,2.6894,0.051,2.6384
17,P5,8.34,2.6894,0.051,2.6384
18,P5,8.78,2.6894,0.051,2.6384
19,P5,9.274,2.6894,0.051,2.6384
20,P5,9.737,2.6894,0.051,2.6384
1,P1,0.06,0.0669,0.01,0.0569
2,P10,0.664,9.8201,0.105,9.7151
3,P10,1.328,9.8201,0.105,9.7151
4,P10,2.111,9.8201,0.105,9.7151
5,P10,2.929,9.8201,0.105,9.7151
6,P10,3.55,9.8201,0.105,9.7151
7,P10,3.942,9.8201,0.105,9.7151
8,P10,4.471,9.8201,0.105,9.7151
9,P10,4.891,9.8201,0.105,9.7151
10,P10,5.628,9.8201,0.105,9.7151
11,P10,6.338,9.8201,0.105,9.7151
12,P10,7.226,9.8201,0.105,9.7151
13,P10,7.982,9.8201,0.105,9.7151
14,P10,8.583,9.8201,0.105,9.7151
15,P10,8.982,9.8201,0.105,9.7151
16,P10,9.496,9.8201,0.105,9.7151
1,P6,0.112,5.0,0.062,4.938
2,P6,0.667,5.0,0.062,4.938
3,P6,1.077,5.0,0.062,4.938
4,P6,1.624,5.0,0.062,4.938
5,P6,2.163,5.0,0.062,4.938
6,P6,2.585,5.0,0.062,4.938
7,P6,2.89,5.0,0.062,4.938
8,P6,3.4,5.0,0.062,4.938
9,P6,3.708,5.0,0.062,4.938
10,P6,4.108,5.0,0.062,4.938
11,P6,4.6,5.0,0.062,4.938
12,P6,5.325,5.0,0.062,4.938
13,P6,5.948,5.0,0.062,4.938
14,P6,6.467,5.0,0.062,4.938
15,P6,7.011,5.0,0.062,4.938
16,P6,7.623,5.0,0.062,4.938
17,P6,8.084,5.0,0.062,4.938
18,P6,8.638,5.0,0.062,4.938
19,P6,9.53,5.0,0.062,4.938
1,P9,0.144,9.5257,0.094,9.431700000000001
2,P9,0.867,9.5257,0.094,9.431700000000001
3,P9,1.707,9.5257,0.094,9.431700000000001
4,P9,2.375,9.5257,0.094,9.431700000000001
5,P9,2.85,9.5257,0.094,9.431700000000001
6,P9,3.48,9.5257,0.094,9.431700000000001
7,P9,3.973,9.5257,0.094,9.431700000000001
8,P9,4.384,9.5257,0.094,9.431700000000001
9,P9,4.92,9.5257,0.094,9.431700000000001
10,P9,5.586,9.5257,0.094,9.431700000000001
11,P9,6.247,9.5257,0.094,9.431700000000001
12,P9,6.766,9.5257,0.094,9.431700000000001
13,P9,7.393,9.5257,0.094,9.431700000000001
14,P9,8.239,9.5257,0.094,9.431700000000001
15,P9,8.854,9.5257,0.094,9.431700000000001
16,P9,9.54,9.5257,0.094,9.431700000000001
1,P4,0.091,1.192,0.041,1.151
2,P6,0.492,5.0,0.062,4.938
3,P6,1.239,5.0,0.062,4.938
4,P6,1.951,5.0,0.062,4.938
5,P6,2.529,5.0,0.062,4.938
6,P6,3.338,5.0,0.062,4.938
7,P6,3.789,5.0,0.062,4.938
8,P6,4.386,5.0,0.062,4.938
9,P6,4.881,5.0,0.062,4.938
10,P6,5.341,5.0,0.062,4.938
11,P6,5.852,5.0,0.062,4.938
12,P6,6.46,5.0,0.062,4.938
13,P6,6.857,5.0,0.062,4.938
14,P6,7.313,5.0,0.062,4.938
15,P4,7.856,1.192,0.041,1.151
16,P6,8.39,5.0,0.062,4.938
17,P6,8.909,5.0,0.062,4.938
18,P6,9.725,5.0,0.062,4.938
1,P7,0.122,7.3106,0.072,7.2386
2,P7,0.694,7.3106,0.072,7.2386
3,P7,1.244,7.3106,0.072,7.2386
4,P7,1.854,7.3106,0.072,7.2386
5,P7,2.533,7.3106,0.072,7.2386
6,P7,2.905,7.3106,0.072,7.2386
7,P7,3.648,7.3106,0.072,7.2386
8,P7,4.386,7.3106,0.072,7.2386
9,P7,4.823,7.3106,0.072,7.2386
10,P7,5.252,7.3106,0.072,7.2386
11,P7,5.736,7.3106,0.072,7.2386
12,P7,6.509,7.3106,0.072,7.2386
13,P7,7.058,7.3106,0.072,7.2386
14,P7,7.584,7.3106,0.072,7.2386
15,P7,8.105,7.3106,0.072,7.2386
16,P7,8.494,7.3106,0.072,7.2386
17,P7,9.124,7.3106,0.072,7.2386
18,P7,9.638,7.3106,0.072,7.2386
1,P9,0.144,9.5257,0.094,9.431700000000001
2,P9,0.822,9.5257,0.094,9.431700000000001
3,P9,1.363,9.5257,0.094,9.431700000000001
4,P9,2.17,9.5257,0.094,9.431700000000001
