trial,production,firing_time
17,P8,8.745
18,P8,9.162
19,P8,9.543
20,P8,9.88
1,P8,0.133
2,P8,0.559
3,P8,1.175
4,P8,1.737
5,P8,2.664
6,P8,3.668
7,P8,4.256
8,P8,4.856
9,P8,5.599
10,P8,6.012
11,P8,6.511
12,P8,6.838
13,P8,7.271
14,P8,7.897
15,P8,8.39
16,P8,9.156
17,P8,9.695
1,P7,0.122
2,P1,0.779
3,P7,1.321
4,P7,1.796
5,P7,2.424
6,P7,3.102
7,P7,3.737
8,P7,4.454
9,P7,5.015
10,P7,5.497
11,P7,6.069
12,P7,6.647
13,P7,7.261
14,P7,7.928
15,P7,8.3
16,P7,8.959
17,P7,9.41
18,P7,9.994
1,P4,0.091
2,P7,0.593
3,P2,1.13
4,P7,1.895
5,P7,2.832
6,P7,3.392
7,P7,4.108
8,P7,4.617
9,P7,5.215
10,P7,5.911
11,P7,6.768
12,P7,7.117
13,P7,7.652
14,P7,8.221
15,P7,8.72
16,P7,9.278
17,P7,9.69
1,P1,0.06
2,P1,0.454
3,P8,1.176
4,P8,1.895
5,P8,2.625
6,P8,3.316
7,P8,3.996
8,P8,4.7
9,P8,5.501
10,P8,6.016
11,P8,6.579
12,P8,6.977
13,P8,7.719
14,P8,8.295
15,P8,8.762
16,P8,9.331
17,P8,9.804
1,P3,0.08
2,P5,0.505
3,P6,1.065
4,P6,1.664
5,P6,2.17
6,P6,2.672
7,P6,3.28
8,P6,3.914
9,P6,4.724
10,P6,5.153
11,P6,5.612
12,P6,6.167
13,P6,6.666
14,P6,7.144
15,P6,7.68
16,P6,8.764
17,P6,9.578
1,P3,0.08
2,P10,0.977
3,P10,1.654
4,P10,2.626
5,P10,3.448
6,P10,4.122
7,P10,4.773
8,P10,5.722
9,P10,6.437
10,P10,7.742
11,P10,8.193
12,P10,8.883
13,P10,9.412
14,P10,9.901
1,P10,0.155
2,P10,0.739
3,P10,1.585
4,P10,2.259
5,P10,2.854
6,P10,3.383
7,P10,3.898
8,P10,5.069
9,P10,5.774
10,P10,6.326
11,P10,6.917
12,P10,7.48
13,P10,8.209
14,P10,8.664
15,P10,9.382
16,P10,9.915
1,P2,0.07
2,P3,0.628
3,P7,1.42
4,P7,1.841
5,P7,2.318
6,P7,2.685
7,P7,3.422
8,P7,3.986
9,P7,4.647
10,P7,5.264
11,P7,5.889
12,P7,6.398
13,P7,6.98
14,P7,7.389
15,P7,7.931
16,P7,8.639
17,P7,9.337
18,P7,9.953
1,P9,0.144
2,P9,0.625
3,P9,1.521
4,P9,2.538
5,P9,3.264
6,P9,4.055
7,P9,4.773
8,P9,5.28
9,P9,5.856
10,P9,6.594
11,P9,7.177
12,P9,7.537
13,P9,8.152
14,P9,8.677
15,P9,9.17
16,P9,9.596
1,P9,0.144
2,P9,0.86
3,P9,1.64
4,P9,2.225
5,P9,2.702
6,P9,3.372
7,P9,3.993
8,P9,4.54
9,P9,5.526
10,P9,6.35
11,P9,6.978
12,P9,7.488
13,P9,7.87
14,P9,8.471
15,P9,8.886
16,P9,9.442
17,P9,9.848
1,P10,0.155
2,P10,0.716
3,P10,1.329
4,P10,2.126
5,P10,2.948
6,P10,3.506
7,P10,4.246
8,P10,4.91
9,P10,5.582
10,P10,6.426
11,P10,7.051
12,P10,7.602
13,P10,8.141
14,P10,8.918
15,P10,9.557
1,P3,0.08
2,P10,0.72
3,P10,1.314
4,P10,1.815
5,P10,2.318
6,P10,3.028
7,P10,4.333
8,P10,5.464
9,P10,5.901
10,P10,6.391
11,P10,7.284
12,P10,7.9
13,P10,8.572
14,P10,9.087
15,P10,9.883
1,P6,0.112
2,P6,0.676
3,P6,1.327
4,P6,1.996
5,P6,2.523
6,P6,3.079
7,P6,3.6
8,P6,4.104
9,P6,4.663
10,P6,5.093
11,P6,5.472
12,P6,6.453
13,P6,6.938
14,P6,7.574
15,P6,8.14
16,P6,8.605
17,P6,9.286
18,P6,9.684
1,P3,0.08
2,P10,0.535
3,P10,1.06
4,P10,1.585
5,P10,2.144
6,P10,2.83
7,P10,3.345
8,P10,4.072
9,P10,5.157
10,P10,5.602
11,P10,6.232
12,P10,6.742
13,P10,7.176
14,P10,7.847
15,P10,8.456
16,P10,9.04
17,P10,9.791
1,P10,0.155
2,P10,0.739
3,P10,1.374
4,P10,1.92
5,P10,3.136
6,P10,3.705
7,P10,4.161
8,P10,4.638
9,P10,5.33
10,P10,5.792
11,P10,6.437
12,P10,7.025
13,P10,7.432
14,P10,7.803
15,P10,8.341
16,P10,8.822
17,P10,9.277
18,P10,9.677
1,P7,0.122
2,P7,0.587
3,P7,1.395
4,P7,1.955
5,P7,2.433
6,P7,2.864
7,P7,3.682
8,P7,4.206
9,P7,4.721
10,P7,5.22
11,P7,5.649
12,P7,6.151
13,P7,6.52
14,P7,7.003
15,P7,7.41
16,P7,7.933
17,P7,8.274
18,P7,8.646
19,P7,9.266
20,P7,9.866
1,P1,0.06
2,P2,0.559
3,P3,1.111
4,P2,1.861
5,P8,2.529
6,P8,3.132
7,P8,3.748
8,P8,4.458
9,P8,5.221
10,P8,5.974
11,P8,6.749
12,P8,7.113
13,P8,7.728
14,P8,8.904
15,P8,9.427
16,P8,9.911
1,P10,0.155
2,P10,0.792
3,P10,1.439
4,P10,2.744
5,P10,3.337
6,P10,3.832
7,P10,4.43
8,P10,4.805
9,P10,5.866
10,P10,6.444
11,P10,7.206
12,P10,7.885
13,P10,8.327
14,P10,8.964
15,P10,9.675
1,P7,0.122
2,P7,0.628
3,P7,1.51
4,P7,2.415
5,P7,2.886
6,P7,3.499
7,P7,4.105
8,P7,4.716
9,P7,5.918
10,P7,6.674
11,P7,7.109
12,P7,7.61
13,P7,8.146
14,P7,8.571
15,P7,9.159
16,P7,9.707
1,P1,0.06
2,P4,0.641
3,P6,1.335
4,P6,2.06
5,P6,2.513
6,P6,3.138
7,P6,3.766
8,P6,4.897
9,P6,5.53
10,P6,5.929
11,P6,6.76
12,P6,7.343
13,P6,7.973
14,P6,8.569
15,P6,9.129
16,P6,9.559
17,P6,9.955
1,P10,0.155
2,P10,0.593
3,P10,1.292
4,P10,2.021
5,P10,2.768
6,P10,3.177
7,P10,3.683
8,P10,4.497
9,P10,5.15
10,P10,5.927
11,P10,6.409
12,P10,7.223
13,P10,7.779
14,P10,8.298
15,P10,8.777
16,P10,9.214
17,P10,9.932
1,P2,0.07
2,P7,0.579
3,P7,1.192
4,P7,1.592
5,P7,2.199
6,P7,2.665
7,P7,3.149
8,P7,3.942
9,P7,4.381
10,P7,5.075
11,P7,5.485
12,P7,6.413
13,P7,7.355
14,P7,7.742
15,P7,8.292
16,P7,8.65
17,P7,9.08
18,P7,9.621
1,P4,0.091
2,P5,0.548
3,P6,1.221
4,P6,1.992
5,P6,2.468
6,P6,2.947
7,P6,3.406
8,P6,3.975
9,P6,4.698
10,P6,5.184
11,P6,5.675
12,P6,6.212
13,P6,6.969
14,P6,7.587
15,P6,8.121
16,P6,8.551
17,P6,9.214
18,P6,9.698
1,P4,0.091
2,P2,0.663
3,P5,1.268
4,P9,1.805
5,P9,2.539
6,P9,3.24
7,P9,3.815
8,P9,4.329
9,P9,5.002
10,P9,5.799
11,P9,6.485
12,P9,6.914
13,P9,7.642
14,P9,8.204
15,P9,8.726
16,P9,9.404
1,P3,0.08
2,P6,0.669
3,P6,1.437
4,P6,2.145
5,P6,2.769
6,P6,3.239
7,P6,3.672
8,P6,4.234
9,P6,4.987
10,P6,5.373
11,P6,5.75
12,P6,6.382
13,P6,6.881
14,P6,7.393
15,P6,7.804
16,P6,8.46
17,P6,9.246
18,P6,9.65
1,P10,0.155
2,P10,0.846
3,P10,1.396
4,P10,1.94
5,P10,2.598
6,P10,3.404
7,P10,4.312
8,P10,4.886
9,P10,5.603
10,P10,6.004
11,P10,6.516
12,P10,6.985
13,P10,7.395
14,P10,7.875
15,P10,8.547
16,P10,8.908
17,P10,9.499
1,P8,0.133
2,P8,0.731
3,P8,1.356
4,P8,1.909
5,P8,2.666
6,P8,3.467
7,P8,4.051
8,P8,4.595
9,P8,5.203
10,P8,5.865
11,P8,6.868
12,P8,7.538
13,P8,7.976
14,P8,8.494
15,P8,9.001
16,P8,9.524
1,P1,0.06
2,P5,0.605
3,P1,1.313
4,P5,1.818
5,P5,2.527
6,P4,2.996
7,P5,3.508
8,P5,4.113
9,P5,4.578
10,P5,4.909
11,P5,5.281
12,P5,5.905
13,P5,6.212
14,P5,6.649
15,P5,7.098
16,P5,7.556
17,P5,8.34
18,P5,8.78
19,P5,9.274
20,P5,9.737
1,P1,0.06
2,P10,0.664
3,P10,1.328
4,P10,2.111
5,P10,2.929
6,P10,3.55
7,P10,3.942
8,P10,4.471
9,P10,4.891
10,P10,5.628
11,P10,6.338
12,P10,7.226
13,P10,7.982
14,P10,8.583
15,P10,8.982
16,P10,9.496
1,P6,0.112
2,P6,0.667
3,P6,1.077
4,P6,1.624
5,P6,2.163
6,P6,2.585
7,P6,2.89
8,P6,3.4
9,P6,3.708
10,P6,4.108
11,P6,4.6
12,P6,5.325
13,P6,5.948
14,P6,6.467
15,P6,7.011
16,P6,7.623
17,P6,8.084
18,P6,8.638
19,P6,9.53
1,P9,0.144
2,P9,0.867
3,P9,1.707
4,P9,2.375
5,P9,2.85
6,P9,3.48
7,P9,3.973
8,P9,4.384
9,P9,4.92
10,P9,5.586
11,P9,6.247
12,P9,6.766
13,P9,7.393
14,P9,8.239
15,P9,8.854
16,P9,9.54
1,P4,0.091
2,P6,0.492
3,P6,1.239
4,P6,1.951
5,P6,2.529
6,P6,3.338
7,P6,3.789
8,P6,4.386
9,P6,4.881
10,P6,5.341
11,P6,5.852
12,P6,6.46
13,P6,6.857
14,P6,7.313
15,P4,7.856
16,P6,8.39
17,P6,8.909
18,P6,9.725
1,P7,0.122
2,P7,0.694
3,P7,1.244
4,P7,1.854
5,P7,2.533
6,P7,2.905
7,P7,3.648
8,P7,4.386
9,P7,4.823
10,P7,5.252
11,P7,5.736
12,P7,6.509
13,P7,7.058
14,P7,7.584
15,P7,8.105
16,P7,8.494
17,P7,9.124
18,P7,9.638
1,P9,0.144
2,P9,0.822
3,P9,1.363
4,P9,2.17
5,P9,2.976
6,P9,3.521
7,P9,4.229
8,P9,4.682
9,P9,5.216
10,P9,5.769
11,P9,6.359
12,P9,6.881
13,P9,7.362
14,P9,7.937
15,P9,8.463
16,P9,9.014
17,P9,9.553
1,P3,0.08
2,P10,0.674
3,P10,1.085
4,P10,1.6
5,P10,2.174
6,P10,3.295
7,P10,3.639
8,P10,4.149
9,P10,4.736
10,P10,5.357
11,P10,5.974
12,P10,6.882
13,P10,7.688
14,P10,8.32
15,P10,8.925
16,P10,9.425
17,P10,9.87
1,P10,0.155
2,P10,0.748
3,P10,1.263
4,P10,1.768
5,P10,2.265
6,P10,3.016
7,P10,3.656
8,P10,4.139
9,P10,4.563
10,P10,5.081
11,P10,5.501
12,P10,5.893
13,P10,6.668
14,P10,7.203
15,P10,8.29
16,P10,8.954
17,P10,9.484
18,P10,9.95
1,P10,0.155
2,P10,0.681
3,P10,1.462
4,P10,2.091
5,P10,2.543
6,P10,3.274
7,P10,3.927
8,P10,4.407
9,P10,4.826
10,P10,5.702
11,P10,6.538
12,P10,7.269
13,P10,8.069
14,P10,8.655
15,P10,9.236
16,P10,9.767
1,P1,0.06
2,P2,0.645
3,P10,1.27
4,P10,2.15
5,P10,2.798
6,P10,3.518
7,P10,4.297
8,P10,4.713
9,P10,6.018
10,P10,6.426
11,P10,7.074
12,P10,8.379
13,P10,9.058
14,P10,9.554
1,P4,0.091
2,P3,0.619
3,P7,1.13
4,P7,1.674
5,P7,2.189
6,P7,2.777
7,P7,3.355
8,P7,3.793
9,P7,5.065
10,P7,5.637
11,P7,6.748
12,P7,7.335
13,P7,7.758
14,P7,8.202
15,P7,9.474
1,P6,0.112
2,P10,0.783
3,P10,1.395
4,P10,2.06
5,P10,2.59
6,P10,3.128
7,P10,3.575
8,P10,4.457
9,P10,5.391
10,P10,5.817
11,P10,6.206
12,P10,6.686
13,P10,7.324
14,P10,7.957
15,P10,8.742
16,P10,9.223
17,P10,9.813
1,P3,0.08
2,P10,0.788
3,P10,1.669
4,P10,2.806
5,P10,3.339
6,P10,4.308
7,P10,5.479
8,P10,6.163
9,P10,6.621
10,P10,7.193
11,P10,7.823
12,P10,8.683
13,P10,9.25
14,P10,9.771
1,P8,0.133
2,P8,0.635
3,P8,1.197
4,P8,1.771
5,P8,2.673
6,P8,3.105
7,P8,3.934
8,P8,4.633
9,P8,5.396
10,P8,6.146
11,P8,6.771
12,P8,7.159
13,P8,7.638
14,P8,8.109
15,P8,8.721
16,P8,9.254
17,P8,9.634
1,P7,0.122
2,P7,0.537
3,P7,1.258
4,P7,2.103
5,P7,2.696
6,P7,3.229
7,P7,3.802
8,P7,4.314
9,P7,4.925
10,P7,5.385
11,P7,6.164
12,P7,6.69
13,P7,7.347
14,P7,8.027
15,P7,8.541
16,P7,9.404
1,P3,0.08
2,P3,0.507
3,P4,0.968
4,P6,1.672
5,P10,2.228
6,P10,2.739
7,P10,3.3
8,P10,3.871
9,P10,4.508
10,P10,5.097
11,P10,5.598
12,P10,6.075
13,P10,6.653
14,P10,7.2
15,P10,7.828
16,P10,8.338
17,P10,8.777
18,P10,9.251
19,P10,9.673
1,P8,0.133
2,P8,0.943
3,P8,1.464
4,P8,1.826
5,P8,2.254
6,P8,2.889
7,P8,3.471
8,P8,4.389
9,P8,4.832
10,P8,5.305
11,P8,6.056
12,P8,6.455
13,P8,7.035
14,P8,7.585
15,P8,8.154
16,P8,8.695
17,P8,9.166
18,P8,9.597
1,P2,0.07
2,P7,0.525
3,P7,1.133
4,P7,1.878
5,P7,2.633
6,P7,3.248
7,P7,3.746
8,P7,4.152
9,P7,4.613
10,P7,5.195
11,P7,5.792
12,P7,6.386
13,P7,6.871
14,P7,7.324
15,P7,7.648
16,P7,8.352
17,P7,8.763
18,P7,9.615
1,P4,0.091
2,P2,0.525
3,P8,1.489
4,P8,2.343
5,P8,3.108
6,P8,3.679
7,P8,3.998
8,P8,4.549
9,P8,5.065
10,P8,5.506
11,P8,5.956
12,P8,6.572
13,P8,7.099
14,P8,7.548
15,P8,7.959
16,P8,8.663
17,P8,9.09
18,P8,9.547
1,P7,0.122
2,P7,0.664
3,P7,1.43
4,P7,1.91
5,P7,2.59
6,P7,3.119
7,P7,3.869
8,P7,4.392
9,P7,5.284
10,P7,5.748
11,P7,6.902
12,P7,7.538
13,P7,8.057
14,P7,8.475
15,P7,9.378
16,P7,9.777
1,P9,0.144
2,P9,0.76
3,P9,1.359
4,P9,2.009
5,P9,2.501
6,P9,2.979
7,P9,3.693
8,P9,4.122
9,P9,4.931
10,P9,5.568
11,P9,6.047
12,P9,6.728
13,P9,7.41
14,P9,7.889
15,P9,8.397
16,P9,9.149
17,P9,9.96
1,P5,0.101
2,P6,0.498
3,P6,1.032
4,P6,1.429
5,P6,2.497
6,P6,3.299
7,P6,3.847
8,P6,4.377
9,P6,4.791
10,P6,5.182
11,P6,5.692
12,P6,6.413
13,P6,6.923
14,P6,7.582
15,P6,8.114
16,P6,8.522
17,P6,9.425
18,P6,9.905
1,P5,0.101
2,P9,0.655
3,P9,1.411
4,P9,2.107
5,P9,2.57
6,P9,3.256
7,P9,3.919
8,P9,4.505
9,P9,5.003
10,P9,5.641
11,P9,6.03
12,P9,6.827
13,P9,7.446
14,P9,7.806
15,P9,8.309
16,P9,8.871
17,P9,9.254
18,P9,9.769
1,P7,0.122
2,P7,0.595
3,P7,1.248
4,P7,2.133
5,P7,2.707
6,P7,3.351
7,P7,3.822
8,P7,4.305
9,P7,4.781
10,P7,5.277
11,P7,5.756
12,P7,6.439
13,P7,6.846
14,P7,7.302
15,P7,8.006
16,P7,8.401
17,P7,9.209
18,P7,9.555
1,P4,0.091
2,P4,0.492
3,P3,0.885
4,P6,1.359
5,P6,1.932
6,P6,2.297
7,P6,3.327
8,P6,3.769
9,P6,4.202
10,P6,4.811
11,P6,5.295
12,P6,5.88
13,P6,6.319
14,P6,6.902
15,P6,7.321
16,P6,7.838
17,P6,8.289
18,P6,8.68
19,P6,9.113
20,P6,9.691
1,P2,0.07
2,P6,0.687
3,P6,1.467
4,P6,2.326
5,P6,2.875
6,P6,3.662
7,P6,4.424
8,P6,5.138
9,P6,5.641
10,P6,6.132
11,P6,7.021
12,P6,7.531
13,P6,8.086
14,P6,8.52
15,P6,9.43
16,P6,9.78
1,P9,0.144
2,P9,0.664
3,P9,1.08
4,P9,1.661
5,P9,2.412
6,P9,2.894
7,P9,3.622
8,P9,4.057
9,P9,4.473
10,P9,4.968
11,P9,5.763
12,P9,6.455
13,P9,7.223
14,P9,7.614
15,P9,8.192
16,P9,8.629
17,P9,9.048
18,P9,9.545
1,P3,0.08
2,P3,0.559
3,P9,0.987
4,P9,1.927
5,P9,2.699
6,P9,3.513
7,P9,4.514
8,P9,5.268
9,P9,5.831
10,P9,6.506
11,P9,7.014
12,P9,7.577
13,P9,8.212
14,P9,8.785
15,P9,9.371
16,P9,9.971
1,P8,0.133
2,P8,0.648
3,P8,1.286
4,P8,2.015
5,P8,2.457
6,P8,3.12
7,P8,3.818
8,P8,4.493
9,P8,5.061
10,P8,5.56
11,P8,6.118
12,P8,6.587
13,P8,7.334
14,P8,7.725
15,P8,9.008
16,P8,9.753
1,P8,0.133
2,P8,0.687
3,P8,1.109
4,P8,1.587
5,P8,2.109
6,P8,2.779
7,P8,3.518
8,P8,4.499
9,P8,5.09
10,P8,5.639
11,P8,6.296
12,P8,6.744
13,P8,7.327
14,P8,7.895
15,P8,8.381
16,P8,9.097
17,P8,9.726
1,P1,0.06
2,P1,0.477
3,P3,1.707
4,P7,2.478
5,P7,3.269
6,P3,3.969
7,P7,4.651
8,P7,5.35
9,P7,6.219
10,P7,6.85
11,P7,7.524
12,P7,7.965
13,P7,8.833
14,P7,9.275
15,P7,9.923
1,P3,0.08
2,P2,0.761
3,P2,1.603
4,P5,2.073
5,P9,2.799
6,P9,3.455
7,P9,3.89
8,P9,4.642
9,P9,5.566
10,P9,5.97
11,P9,6.529
12,P9,6.924
13,P9,7.386
14,P9,7.898
15,P9,8.382
16,P9,8.801
17,P9,9.303
1,P4,0.091
2,P3,0.635
3,P3,1.497
4,P2,1.991
5,P10,2.977
6,P10,3.399
7,P10,3.885
8,P10,4.758
9,P10,5.209
10,P10,5.647
11,P10,6.068
12,P10,6.503
13,P10,7.048
14,P10,7.726
15,P10,8.387
16,P10,9.046
17,P10,9.521
1,P9,0.144
2,P9,0.794
3,P9,1.588
4,P9,2.087
5,P9,2.703
6,P9,3.616
7,P9,4.182
8,P9,4.779
9,P9,5.288
10,P9,5.722
11,P9,6.273
12,P9,6.78
13,P9,7.155
14,P9,7.614
15,P9,8.08
16,P9,8.725
17,P9,9.439
18,P9,9.907
1,P1,0.06
2,P7,0.653
3,P7,1.179
4,P7,1.953
5,P7,2.614
6,P7,3.115
7,P7,3.771
8,P7,4.29
9,P7,4.675
10,P7,5.211
11,P7,5.675
12,P7,6.404
13,P7,6.947
14,P7,7.533
15,P7,8.04
16,P7,8.505
17,P7,9.239
18,P7,9.749
1,P4,0.091
2,P7,0.548
3,P7,1.046
4,P7,1.528
5,P7,2.039
6,P7,2.696
7,P7,3.333
8,P7,3.965
9,P7,4.479
10,P7,4.878
11,P7,5.577
12,P7,6.179
13,P7,6.716
14,P7,7.024
15,P7,7.574
16,P7,7.936
17,P7,8.479
18,P7,9.192
19,P7,9.75
1,P1,0.06
2,P9,0.628
3,P9,1.768
4,P9,3.062
5,P9,3.675
6,P9,4.328
7,P9,5.001
8,P9,5.928
9,P9,6.469
10,P9,6.952
11,P9,7.491
12,P9,8.038
13,P9,8.571
14,P9,9.253
1,P10,0.155
2,P10,0.775
3,P10,1.408
4,P10,2.234
5,P10,2.963
6,P10,3.443
7,P10,4.165
8,P10,5.071
9,P10,5.96
10,P10,6.564
11,P10,6.985
12,P10,7.542
13,P10,8.536
14,P10,9.01
15,P10,9.648
1,P1,0.06
2,P3,0.558
3,P7,1.096
4,P7,1.859
5,P7,2.339
6,P7,3.076
7,P7,3.481
8,P7,4.15
9,P7,4.639
10,P7,5.265
11,P7,5.677
12,P7,6.264
13,P7,6.729
14,P7,7.118
15,P7,7.549
16,P7,8.071
17,P7,8.554
18,P7,9.034
19,P7,9.529
20,P7,9.956
1,P1,0.06
2,P5,0.512
3,P4,0.99
4,P5,1.687
5,P5,2.027
6,P5,2.655
7,P4,3.896
8,P5,4.668
9,P5,5.109
10,P5,5.807
11,P5,6.244
12,P5,7.096
13,P5,7.586
14,P5,8.104
15,P9,8.774
16,P9,9.22
17,P9,9.655
1,P9,0.144
2,P9,0.754
3,P9,1.476
4,P9,2.348
5,P9,2.925
6,P9,3.778
7,P9,4.345
8,P9,4.974
9,P9,5.821
10,P9,6.225
11,P9,6.601
12,P9,7.078
13,P9,7.539
14,P9,8.107
15,P9,8.881
16,P9,9.597
1,P4,0.091
2,P9,0.616
3,P9,1.1
4,P9,1.788
5,P9,2.798
6,P9,3.383
7,P9,4.072
8,P9,4.784
9,P9,5.233
10,P9,5.74
11,P9,6.353
12,P9,6.876
13,P9,7.3
14,P9,7.932
15,P9,8.482
16,P9,8.877
17,P9,9.54
1,P1,0.06
2,P3,0.574
3,P8,1.239
4,P8,1.871
5,P8,2.235
6,P8,3.267
7,P8,3.995
8,P8,4.528
9,P8,5.208
10,P8,5.687
11,P8,6.17
12,P8,6.693
13,P8,7.043
14,P8,7.614
15,P8,8.137
16,P8,9.11
17,P8,9.519
1,P4,0.091
2,P6,0.502
3,P6,0.959
4,P6,1.558
5,P6,2.306
6,P6,2.958
7,P6,3.486
8,P6,4.203
9,P6,5.41
10,P6,5.77
11,P6,6.5
12,P6,7.094
13,P6,7.651
14,P6,8.208
15,P6,8.585
16,P6,8.99
17,P6,9.509
18,P6,9.977
1,P5,0.101
2,P8,0.584
3,P8,1.349
4,P8,2.439
5,P8,3.264
6,P8,3.908
7,P8,4.717
8,P8,5.509
9,P8,6.289
10,P8,6.915
11,P8,7.718
12,P8,8.205
13,P8,8.748
14,P8,9.283
15,P8,9.941
1,P7,0.122
2,P7,0.624
3,P7,1.19
4,P7,1.785
5,P7,2.416
6,P7,3.03
7,P7,3.799
8,P7,4.422
9,P7,5.265
10,P7,5.904
11,P7,6.36
12,P7,6.78
13,P7,8.052
14,P7,8.485
15,P7,8.901
16,P7,9.46
1,P9,0.144
2,P9,0.544
3,P9,1.088
4,P9,1.779
5,P9,2.207
6,P9,2.747
7,P9,3.262
8,P9,4.185
9,P9,4.706
10,P9,5.441
11,P9,5.876
12,P9,6.321
13,P9,6.851
14,P9,7.399
15,P9,8.155
16,P9,8.532
17,P9,9.012
18,P9,9.448
19,P9,9.859
1,P8,0.133
2,P8,0.717
3,P8,1.256
4,P8,1.997
5,P8,2.827
6,P8,3.237
7,P8,3.796
8,P8,4.464
9,P8,4.967
10,P8,5.488
11,P8,5.903
12,P8,6.261
13,P8,6.705
14,P8,7.331
15,P8,7.876
16,P8,8.743
17,P8,9.145
18,P8,9.667
1,P4,0.091
2,P8,0.589
3,P8,1.016
4,P8,1.707
5,P8,2.351
6,P8,2.739
7,P8,3.217
8,P8,3.772
9,P8,4.475
10,P8,5.26
11,P8,5.724
12,P8,6.192
13,P8,6.74
14,P8,7.293
15,P8,7.994
16,P8,8.444
17,P8,9.306
18,P8,9.98
1,P9,0.144
2,P9,0.999
3,P9,1.604
4,P9,2.329
5,P9,3.302
6,P9,4.023
7,P9,4.544
8,P9,5.03
9,P9,5.651
10,P9,6.312
11,P9,6.887
12,P9,7.412
13,P9,7.844
14,P9,8.551
15,P9,9.115
16,P9,9.58
1,P4,0.091
2,P3,0.632
3,P4,1.159
4,P2,1.813
5,P8,2.456
6,P8,3.218
7,P8,3.985
8,P8,4.601
9,P8,5.336
10,P8,5.875
11,P8,6.554
12,P8,7.12
13,P8,7.758
14,P8,8.232
15,P8,8.637
16,P8,9.083
17,P8,9.566
1,P7,0.122
2,P7,0.786
3,P7,1.431
4,P7,1.962
5,P7,2.441
6,P7,3.275
7,P7,4.547
8,P7,5.346
9,P7,6.141
10,P7,6.78
11,P7,7.185
12,P7,8.017
13,P7,8.514
14,P7,9.353
15,P7,9.953
1,P3,0.08
2,P2,0.539
3,P10,1.061
4,P10,1.648
5,P10,2.387
6,P10,3.28
7,P10,4.516
8,P10,5.039
9,P10,5.578
10,P10,6.073
11,P10,6.674
12,P10,7.222
13,P10,7.689
14,P10,8.442
15,P10,8.968
16,P10,9.437
17,P10,9.898
1,P5,0.101
2,P4,0.618
3,P5,1.31
4,P5,1.72
5,P5,2.511
6,P5,3.32
7,P5,3.946
8,P5,4.488
9,P5,4.953
10,P5,5.295
11,P6,6.42
12,P5,7.244
13,P5,7.693
14,P6,8.245
15,P5,8.654
16,P6,9.025
17,P5,9.485
1,P7,0.122
2,P7,0.565
3,P7,1.258
4,P7,1.675
5,P7,2.452
6,P7,3.033
7,P7,3.471
8,P7,4.251
9,P7,4.727
10,P7,5.328
11,P7,5.753
12,P7,6.228
13,P7,6.818
14,P7,7.281
15,P7,7.641
16,P7,8.274
17,P7,8.771
18,P7,9.459
19,P7,9.959
1,P8,0.133
2,P8,0.6
3,P8,1.222
4,P8,1.599
5,P8,2.106
6,P8,2.597
7,P8,3.015
8,P8,3.395
9,P8,4.244
10,P8,5.295
11,P8,5.766
12,P8,6.273
13,P8,6.781
14,P8,7.273
15,P8,7.838
16,P8,8.483
17,P8,8.891
18,P8,9.274
1,P4,0.091
2,P5,0.575
3,P5,1.189
4,P5,1.601
5,P5,2.23
6,P5,2.863
7,P9,3.741
8,P9,4.656
9,P9,5.225
10,P9,5.887
11,P9,6.486
12,P9,7.078
13,P9,7.778
14,P9,8.206
15,P9,8.792
16,P9,9.4
17,P9,9.934
1,P2,0.07
2,P4,0.515
3,P6,1.477
4,P6,2.098
5,P6,2.723
6,P6,3.154
7,P6,3.682
8,P6,4.337
9,P6,4.8
10,P6,5.374
11,P6,5.915
12,P6,6.404
13,P6,6.867
14,P6,7.243
15,P6,7.586
16,P6,8.009
17,P6,8.463
18,P6,8.933
19,P6,9.457
20,P6,9.961
1,P6,0.112
2,P5,0.502
3,P4,1.167
4,P6,1.733
5,P6,2.098
6,P6,3.09
7,P6,3.52
8,P6,4.014
9,P6,4.478
10,P6,5.123
11,P6,5.582
12,P6,6.059
13,P6,6.509
14,P6,7.014
15,P6,7.489
16,P6,8.155
17,P6,8.936
18,P6,9.317
19,P6,9.723
1,P5,0.101
2,P5,0.71
3,P5,1.295
4,P5,1.889
5,P10,2.646
6,P10,3.495
7,P10,4.104
8,P10,4.705
9,P10,5.126
10,P10,5.897
11,P10,7.042
12,P10,7.555
13,P10,8.134
14,P10,8.779
15,P10,9.294
16,P10,9.935
1,P1,0.06
2,P5,0.597
3,P9,1.538
4,P9,2.112
5,P9,2.796
6,P9,3.185
7,P9,3.581
8,P9,4.322
9,P9,5.034
10,P9,5.485
11,P9,6.303
12,P9,6.956
13,P9,7.409
14,P9,7.848
15,P9,8.51
16,P9,8.982
17,P9,9.517
1,P2,0.07
2,P2,0.498
3,P4,0.79
4,P10,1.383
5,P10,1.844
6,P10,2.507
7,P10,3.081
8,P10,3.636
9,P10,4.095
10,P10,4.704
11,P10,5.453
12,P10,5.922
13,P10,6.488
14,P10,7.043
15,P10,7.478
16,P10,8.395
17,P10,9.132
1,P1,0.06
2,P1,0.677
3,P2,1.385
4,P4,2.012
5,P3,2.746
6,P1,3.17
7,P5,3.938
8,P4,4.586
9,P4,5.077
10,P3,5.944
11,P1,6.512
12,P4,7.05
13,P2,7.606
14,P4,7.945
15,P3,8.335
16,P4,8.839
