trial,production,firing_time
6,P9,3.527
7,P9,3.917
8,P9,4.351
9,P9,4.799
10,P9,5.557
11,P9,6.077
12,P9,6.634
13,P9,7.183
14,P9,7.977
15,P9,8.637
16,P9,9.171
17,P9,9.753
1,P8,0.133
2,P8,0.541
3,P8,1.201
4,P8,1.846
5,P8,2.343
6,P8,2.81
7,P8,3.382
8,P8,4.294
9,P8,4.806
10,P8,5.515
11,P8,6.087
12,P8,6.694
13,P8,7.231
14,P8,8.51
15,P8,9.032
16,P8,9.58
1,P5,0.101
2,P1,0.638
3,P5,1.215
4,P5,2.072
5,P5,3.013
6,P5,3.412
7,P5,4.015
8,P5,4.764
9,P5,5.125
10,P9,5.853
11,P9,6.278
12,P9,6.834
13,P9,7.188
14,P9,7.666
15,P9,8.501
16,P9,8.967
17,P9,9.49
1,P5,0.101
2,P5,0.752
3,P8,1.934
4,P8,2.395
5,P8,3.173
6,P8,3.764
7,P8,4.391
8,P8,5.093
9,P8,5.745
10,P8,6.318
11,P8,6.75
12,P8,7.758
13,P8,8.773
14,P8,9.344
15,P8,9.912
1,P7,0.122
2,P7,0.656
3,P7,1.152
4,P7,1.872
5,P7,2.362
6,P7,3.095
7,P7,3.604
8,P7,4.169
9,P7,4.738
10,P7,5.38
11,P7,5.854
12,P7,6.356
13,P7,6.854
14,P7,7.256
15,P7,7.678
16,P7,8.328
17,P7,8.734
18,P7,9.221
19,P7,9.702
1,P6,0.112
2,P3,0.696
3,P6,1.534
4,P6,2.274
5,P3,2.794
6,P6,3.435
7,P6,3.863
8,P6,4.965
9,P6,5.463
10,P6,5.96
11,P6,6.559
12,P6,7.273
13,P6,8.003
14,P6,8.563
15,P6,8.925
16,P6,9.335
17,P6,9.803
1,P3,0.08
2,P10,0.53
3,P10,1.156
4,P10,1.532
5,P10,2.173
6,P10,2.849
7,P10,3.246
8,P10,3.646
9,P10,4.211
10,P10,4.711
11,P10,5.198
12,P10,5.681
13,P10,6.064
14,P10,6.615
15,P10,7.015
16,P10,7.405
17,P10,7.875
18,P10,8.317
19,P10,9.114
20,P10,9.587
1,P5,0.101
2,P5,0.604
3,P5,0.994
4,P5,1.715
5,P5,2.295
6,P5,2.709
7,P8,3.338
8,P8,3.769
9,P8,4.356
10,P8,4.884
11,P8,5.515
12,P8,6.029
13,P8,6.547
14,P8,7.097
15,P8,7.664
16,P8,8.225
17,P8,9.002
18,P8,9.469
19,P8,9.961
1,P3,0.08
2,P7,0.716
3,P7,1.318
4,P7,1.813
5,P7,2.546
6,P7,3.068
7,P7,4.175
8,P7,4.653
9,P7,5.365
10,P7,6.034
11,P7,7.088
12,P7,7.724
13,P7,8.428
14,P7,8.815
15,P7,9.332
16,P7,9.881
1,P2,0.07
2,P10,0.697
3,P10,1.038
4,P10,1.613
5,P10,2.383
6,P10,2.824
7,P10,3.458
8,P10,3.987
9,P10,4.575
10,P10,5.127
11,P10,5.523
12,P10,6.646
13,P10,7.039
14,P10,7.586
15,P10,8.056
16,P10,9.044
17,P10,9.644
1,P4,0.091
2,P4,0.495
3,P4,1.151
4,P8,1.895
5,P8,2.753
6,P8,3.23
7,P8,3.67
8,P8,4.187
9,P8,4.753
10,P8,5.137
11,P8,5.567
12,P8,6.043
13,P8,6.412
14,P8,6.851
15,P8,7.304
16,P8,7.812
17,P8,8.332
18,P8,9.057
19,P8,9.868
1,P4,0.091
2,P1,0.624
3,P6,1.553
4,P6,1.87
5,P6,2.633
6,P6,3.095
7,P6,3.569
8,P6,4.014
9,P6,4.467
10,P6,5.037
11,P6,5.778
12,P6,6.397
13,P6,6.908
14,P6,7.3
15,P6,7.678
16,P6,8.328
17,P6,8.771
18,P6,9.163
19,P6,9.558
1,P7,0.122
2,P7,0.487
3,P7,1.071
4,P7,1.653
5,P7,2.375
6,P7,2.955
7,P7,3.49
8,P7,4.284
9,P7,4.712
10,P7,5.278
11,P7,5.71
12,P7,6.284
13,P7,6.975
14,P7,7.411
15,P7,7.741
16,P7,8.21
17,P7,8.789
18,P7,9.321
19,P7,9.683
1,P7,0.122
2,P7,0.595
3,P7,1.111
4,P7,1.542
5,P7,2.032
6,P7,2.668
7,P7,3.233
8,P7,3.824
9,P7,4.295
10,P7,4.731
11,P7,5.165
12,P7,5.852
13,P7,6.59
14,P7,6.988
15,P7,7.626
16,P7,7.974
17,P7,8.678
18,P7,9.075
19,P7,9.658
1,P7,0.122
2,P7,0.7
3,P7,1.239
4,P7,2.039
5,P7,2.672
6,P7,3.277
7,P7,3.834
8,P7,4.205
9,P7,4.625
10,P7,5.001
11,P7,5.812
12,P7,6.268
13,P7,6.762
14,P7,7.25
15,P7,7.814
16,P7,8.296
17,P7,9.016
18,P7,9.56
1,P10,0.155
2,P10,0.776
3,P10,1.57
4,P10,2.166
5,P10,2.769
6,P10,3.21
7,P10,3.785
8,P10,4.259
9,P10,5.161
10,P10,5.607
11,P10,6.0
12,P10,6.565
13,P10,7.046
14,P10,7.518
15,P10,7.873
16,P10,8.377
17,P10,8.919
18,P10,9.617
1,P10,0.155
2,P10,0.711
3,P10,1.456
4,P10,2.029
5,P10,2.731
6,P10,3.547
7,P10,4.208
8,P10,4.722
9,P10,5.438
10,P10,5.929
11,P10,6.757
12,P10,7.187
13,P10,7.801
14,P10,8.374
15,P10,9.021
16,P10,9.693
1,P9,0.144
2,P9,0.654
3,P9,1.011
4,P9,1.561
5,P9,2.587
6,P9,3.29
7,P9,3.811
8,P9,4.274
9,P9,4.784
10,P9,5.406
11,P9,5.855
12,P9,6.44
13,P9,6.965
14,P9,7.564
15,P9,8.026
16,P9,8.865
17,P9,9.596
1,P9,0.144
2,P9,0.956
3,P9,1.415
4,P9,1.908
5,P9,2.515
6,P9,3.292
7,P9,4.002
8,P9,4.44
9,P9,5.029
10,P9,5.432
11,P9,5.944
12,P9,6.8
13,P9,7.579
14,P9,7.97
15,P9,8.447
16,P9,8.85
17,P9,9.395
18,P9,9.882
1,P3,0.08
2,P6,0.732
3,P6,1.202
4,P6,1.739
5,P6,2.383
6,P6,2.974
7,P6,3.556
8,P6,4.051
9,P6,4.408
10,P6,4.969
11,P6,5.432
12,P6,5.875
13,P6,6.526
14,P6,7.112
15,P6,7.509
16,P6,8.009
17,P6,8.566
18,P6,9.02
19,P6,9.502
20,P6,9.882
1,P6,0.112
2,P6,0.516
3,P2,1.383
4,P6,1.869
5,P6,2.46
6,P6,2.877
7,P6,3.448
8,P6,4.115
9,P6,4.684
10,P6,5.192
11,P6,5.54
12,P6,5.886
13,P6,6.258
14,P6,6.744
15,P6,7.212
16,P6,7.655
17,P6,8.239
18,P6,8.774
19,P6,9.448
1,P7,0.122
2,P7,0.876
3,P7,1.847
4,P7,2.431
5,P7,2.953
6,P7,3.822
7,P7,4.57
8,P7,5.709
9,P7,6.263
10,P7,7.037
11,P7,7.7
12,P7,8.178
13,P7,8.634
14,P7,9.576
1,P3,0.08
2,P10,0.638
3,P10,1.365
4,P10,1.847
5,P10,2.427
6,P10,2.938
7,P10,3.517
8,P10,4.011
9,P10,5.316
10,P10,5.869
11,P10,6.335
12,P10,7.287
13,P10,7.908
14,P10,8.387
15,P10,9.088
16,P10,9.732
1,P8,0.133
2,P8,0.618
3,P8,1.328
4,P8,2.1
5,P8,2.576
6,P8,3.305
7,P8,3.829
8,P8,4.312
9,P8,4.875
10,P8,5.257
11,P8,5.871
12,P8,6.386
13,P8,6.838
14,P8,7.345
15,P8,8.101
16,P8,8.655
17,P8,9.298
18,P8,9.804
1,P4,0.091
2,P2,0.47
3,P2,1.223
4,P2,1.966
5,P5,2.623
6,P9,3.277
7,P9,3.811
8,P9,4.413
9,P9,4.999
10,P9,5.773
11,P9,6.66
12,P9,7.295
13,P9,7.812
14,P9,8.548
15,P9,9.234
16,P9,9.926
1,P1,0.06
2,P8,0.615
3,P8,1.511
4,P8,2.036
5,P8,3.176
6,P8,3.765
7,P8,4.458
8,P8,4.923
9,P8,5.442
10,P8,6.056
11,P8,6.686
12,P8,7.136
13,P8,7.503
14,P8,7.967
15,P8,8.393
16,P8,8.884
17,P8,9.26
18,P8,9.993
1,P2,0.07
2,P7,0.691
3,P7,1.533
4,P7,1.983
5,P7,2.898
6,P7,3.562
7,P7,4.072
8,P7,4.696
9,P7,5.41
10,P7,6.15
11,P7,6.712
12,P7,7.09
13,P7,7.466
14,P7,8.21
15,P7,8.975
16,P7,9.493
17,P7,9.958
1,P7,0.122
2,P7,1.239
3,P7,2.015
4,P7,3.096
5,P7,4.027
6,P7,4.532
7,P7,5.169
8,P7,5.768
9,P7,6.613
10,P7,7.157
11,P7,7.528
12,P7,8.165
13,P7,8.746
14,P7,9.214
15,P7,9.632
1,P9,0.144
2,P9,0.531
3,P9,1.47
4,P9,2.088
5,P9,2.615
6,P9,3.209
7,P9,3.742
8,P9,4.541
9,P9,5.064
10,P9,5.642
11,P9,6.262
12,P9,6.893
13,P9,7.562
14,P9,8.164
15,P9,8.619
16,P9,9.254
17,P9,9.999
1,P7,0.122
2,P7,0.587
3,P7,1.252
4,P7,1.874
5,P7,2.604
6,P7,3.24
7,P7,4.101
8,P7,4.623
9,P7,5.326
10,P7,5.685
11,P7,6.109
12,P7,6.755
13,P7,7.326
14,P7,8.027
15,P7,8.751
16,P7,9.267
17,P7,9.712
1,P3,0.08
2,P1,0.63
3,P1,1.331
4,P6,1.897
5,P6,2.519
6,P6,3.063
7,P6,3.806
8,P6,4.343
9,P6,4.841
10,P6,5.617
11,P6,6.111
12,P6,6.761
13,P6,7.27
14,P6,8.103
15,P6,9.061
16,P6,9.73
1,P4,0.091
2,P4,0.707
3,P9,1.46
4,P9,1.985
5,P9,2.602
6,P9,3.249
7,P9,3.795
8,P9,4.453
9,P9,5.001
10,P9,5.543
11,P9,6.172
12,P9,6.703
13,P9,7.197
14,P9,7.873
15,P9,9.083
16,P9,9.783
1,P5,0.101
2,P8,0.667
3,P8,1.263
4,P8,1.801
5,P8,2.58
6,P8,3.473
7,P8,4.164
8,P8,4.844
9,P8,5.623
10,P8,6.058
11,P8,6.512
12,P8,7.368
13,P8,7.911
14,P8,8.357
15,P8,8.783
16,P8,9.342
17,P8,9.795
1,P3,0.08
2,P8,0.703
3,P8,1.165
4,P8,1.938
5,P8,2.467
6,P8,3.216
7,P8,3.817
8,P8,4.263
9,P8,4.943
10,P8,5.369
11,P8,6.002
12,P8,6.403
13,P8,7.069
14,P8,7.44
15,P8,8.1
16,P8,8.596
17,P8,9.134
18,P8,9.515
19,P8,9.95
1,P5,0.101
2,P5,0.435
3,P3,0.962
4,P5,1.48
5,P5,2.093
6,P5,2.708
7,P5,3.151
8,P5,3.688
9,P5,4.181
10,P5,4.737
11,P5,5.24
12,P5,5.795
13,P5,6.384
14,P5,6.765
15,P5,7.275
16,P5,8.013
17,P5,8.868
18,P5,9.245
19,P5,9.654
1,P3,0.08
2,P7,0.576
3,P7,1.114
4,P7,1.626
5,P7,2.449
6,P7,3.007
7,P7,3.83
8,P7,4.692
9,P7,5.236
10,P7,5.735
11,P7,6.309
12,P7,6.808
13,P7,7.318
14,P7,7.793
15,P7,8.313
16,P7,8.684
17,P7,9.108
18,P7,9.54
1,P5,0.101
2,P5,0.53
3,P5,0.841
4,P6,1.306
5,P6,2.568
6,P5,2.917
7,P6,3.316
8,P6,3.834
9,P6,4.314
10,P6,4.838
11,P6,5.517
12,P6,5.862
13,P6,6.595
14,P6,7.153
15,P6,7.596
16,P6,8.056
17,P6,8.553
18,P6,9.049
19,P6,9.48
20,P6,9.839
1,P5,0.101
2,P5,0.46
3,P8,0.993
4,P8,1.773
5,P8,2.522
6,P8,3.487
7,P8,4.257
8,P8,4.82
9,P8,5.799
10,P8,6.532
11,P8,7.371
12,P8,7.802
13,P8,8.312
14,P8,8.863
15,P8,9.475
16,P8,9.992
1,P5,0.101
2,P8,0.592
3,P8,1.228
4,P8,2.315
5,P8,2.782
6,P8,3.394
7,P8,3.99
8,P8,4.551
9,P8,5.087
10,P8,5.716
11,P8,6.342
12,P8,6.803
13,P8,7.43
14,P8,7.858
15,P8,8.326
16,P8,8.703
17,P8,9.159
18,P8,9.619
1,P3,0.08
2,P6,0.603
3,P5,1.368
4,P6,2.099
5,P6,2.792
6,P6,3.824
7,P6,4.144
8,P6,4.746
9,P6,5.287
10,P6,5.744
11,P6,6.276
12,P6,6.657
13,P6,7.237
14,P6,7.646
15,P6,8.245
16,P6,8.836
17,P6,9.294
18,P6,9.669
1,P2,0.07
2,P5,0.545
3,P5,1.011
4,P5,1.527
5,P5,2.379
6,P5,2.951
7,P5,3.477
8,P6,4.067
9,P5,4.768
10,P5,5.288
11,P6,5.743
12,P6,6.283
13,P6,7.154
14,P6,7.938
15,P6,8.339
16,P6,8.756
17,P6,9.218
18,P6,9.646
1,P8,0.133
2,P8,0.56
3,P8,1.375
4,P8,1.904
5,P8,2.758
6,P8,3.455
7,P8,4.406
8,P8,5.045
9,P8,5.452
10,P8,6.006
11,P8,6.614
12,P8,7.255
13,P8,7.675
14,P8,8.317
15,P8,8.813
16,P8,9.243
17,P8,9.924
1,P4,0.091
2,P1,0.881
3,P2,1.356
4,P6,1.823
5,P6,2.502
6,P6,3.002
7,P6,3.702
8,P6,4.122
9,P6,4.685
10,P6,5.275
11,P6,6.023
12,P6,6.763
13,P6,7.283
14,P6,7.832
15,P6,8.222
16,P6,8.674
17,P6,9.403
18,P6,9.865
1,P9,0.144
2,P9,0.588
3,P9,1.213
4,P9,1.725
5,P9,2.317
6,P9,2.73
7,P9,3.286
8,P9,4.091
9,P9,4.855
10,P9,5.592
11,P9,6.082
12,P9,7.104
13,P9,7.528
14,P9,8.084
15,P9,8.577
16,P9,9.096
17,P9,9.594
1,P9,0.144
2,P9,0.76
3,P9,1.44
4,P9,2.231
5,P9,2.99
6,P9,3.469
7,P9,3.909
8,P9,4.325
9,P9,4.96
10,P9,5.69
11,P9,6.318
12,P9,7.464
13,P9,8.358
14,P9,8.889
15,P9,9.518
16,P9,9.964
1,P3,0.08
2,P10,0.792
3,P10,1.548
4,P10,2.079
5,P10,2.851
6,P10,3.58
7,P10,4.306
8,P10,4.818
9,P10,5.465
10,P10,5.96
11,P10,6.579
12,P10,7.321
13,P10,8.12
14,P10,8.653
15,P10,9.14
16,P10,9.617
1,P2,0.07
2,P3,0.785
3,P5,1.933
4,P4,2.944
5,P10,3.761
6,P10,4.468
7,P10,5.069
8,P10,6.157
9,P10,6.891
10,P10,7.761
11,P10,8.39
12,P10,8.988
13,P10,9.609
1,P7,0.122
2,P7,0.724
3,P7,1.369
4,P7,1.779
5,P7,2.384
6,P7,3.484
7,P7,3.998
8,P7,4.608
9,P7,5.251
10,P7,5.727
11,P7,6.125
12,P7,6.655
13,P7,7.172
14,P7,7.873
15,P7,8.537
16,P7,8.994
17,P7,9.798
1,P8,0.133
2,P8,0.52
3,P8,1.326
4,P8,1.711
5,P8,2.169
6,P8,2.783
7,P8,3.323
8,P8,3.849
9,P8,4.24
10,P8,4.838
11,P8,5.461
12,P8,6.044
13,P8,6.525
14,P8,6.966
15,P8,7.66
16,P8,8.129
17,P8,8.497
18,P8,9.026
19,P8,9.473
20,P8,9.837
1,P1,0.06
2,P1,0.623
3,P10,1.184
4,P10,1.621
5,P10,2.18
6,P10,2.947
7,P10,3.642
8,P10,4.195
9,P10,4.722
10,P10,5.492
11,P10,5.956
12,P10,6.367
13,P10,6.89
14,P10,7.42
15,P10,7.833
16,P10,8.256
17,P10,8.741
18,P10,9.235
19,P10,9.857
1,P9,0.144
2,P9,0.677
3,P9,1.259
4,P9,1.872
5,P9,2.566
6,P9,3.45
7,P9,4.033
8,P9,4.619
9,P9,5.143
10,P9,5.659
11,P9,6.318
12,P9,7.01
13,P9,7.708
14,P9,8.112
15,P9,8.857
16,P9,9.341
17,P9,9.757
1,P10,0.155
2,P10,0.88
3,P10,1.402
4,P10,2.255
5,P10,3.089
6,P10,3.607
7,P10,4.724
8,P10,5.383
9,P10,5.977
10,P10,6.41
11,P10,6.976
12,P10,7.727
13,P10,8.254
14,P10,8.974
15,P10,9.747
1,P9,0.144
2,P9,0.877
3,P9,2.001
4,P9,2.722
5,P9,3.311
6,P9,4.383
7,P9,5.181
8,P9,5.891
9,P9,6.409
10,P9,7.073
11,P9,7.715
12,P9,8.124
13,P9,8.977
14,P9,9.496
15,P9,9.831
1,P1,0.06
2,P5,0.61
3,P5,1.155
4,P5,1.733
5,P5,2.323
6,P8,2.896
7,P8,3.626
8,P8,3.986
9,P8,4.446
10,P8,4.839
11,P8,5.529
12,P8,6.01
13,P8,6.601
14,P8,7.189
15,P8,7.68
16,P8,8.239
17,P8,8.793
18,P8,9.257
19,P8,9.726
1,P1,0.06
2,P1,0.553
3,P4,1.134
4,P9,1.705
5,P9,2.442
6,P9,2.921
7,P9,3.599
8,P9,4.111
9,P9,4.586
10,P9,5.552
11,P9,6.155
12,P9,6.663
13,P9,7.196
14,P9,7.79
15,P9,8.733
16,P9,9.237
17,P9,9.807
1,P2,0.07
2,P9,0.769
3,P9,1.67
4,P9,2.229
5,P9,2.925
6,P9,3.556
7,P9,4.066
8,P9,4.532
9,P9,5.025
10,P9,5.422
11,P9,6.055
12,P9,6.603
13,P9,7.049
14,P9,7.577
15,P9,8.135
16,P9,8.706
17,P9,9.04
1,P7,0.122
2,P7,0.681
3,P7,1.248
4,P7,1.909
5,P7,2.488
6,P7,2.829
7,P7,3.336
8,P7,4.017
9,P7,4.658
10,P7,5.311
11,P7,5.978
12,P7,6.507
13,P7,7.06
14,P7,7.477
15,P7,7.988
16,P7,8.423
17,P7,8.869
18,P7,9.279
19,P7,9.768
1,P6,0.112
2,P1,0.729
3,P6,1.519
4,P6,2.016
5,P6,2.371
6,P6,2.996
7,P6,3.794
8,P6,4.376
9,P6,4.949
10,P6,5.559
11,P6,6.27
12,P6,7.08
13,P6,7.738
14,P6,8.216
15,P6,8.902
16,P6,9.565
1,P6,0.112
2,P9,0.672
3,P6,1.214
4,P9,1.922
5,P9,2.407
6,P9,3.345
7,P9,3.747
8,P9,4.365
9,P9,4.928
10,P9,5.285
11,P9,5.924
12,P9,6.528
13,P9,7.081
14,P9,7.583
15,P9,8.108
16,P9,8.634
17,P9,9.102
18,P9,9.624
1,P9,0.144
2,P9,0.717
3,P9,1.249
4,P9,1.912
5,P9,2.508
6,P9,3.34
7,P9,4.243
8,P9,4.79
9,P9,5.252
10,P9,5.771
11,P9,7.065
12,P9,7.526
13,P9,8.142
14,P9,8.725
15,P9,9.315
16,P9,9.727
1,P8,0.133
2,P8,1.098
3,P8,1.686
4,P8,2.106
5,P8,2.897
6,P8,3.46
7,P8,4.253
8,P8,4.721
9,P8,5.354
10,P8,5.835
11,P8,6.307
12,P8,6.796
13,P8,7.159
14,P8,7.656
15,P8,8.182
16,P8,8.715
17,P8,9.395
1,P4,0.091
2,P4,0.415
3,P5,1.169
4,P6,1.965
5,P6,2.565
6,P6,3.116
7,P6,3.686
8,P6,4.485
9,P6,5.255
10,P6,5.751
11,P6,6.248
12,P6,6.657
13,P6,7.4
14,P6,7.971
15,P6,8.354
16,P6,8.881
17,P6,9.288
18,P6,9.718
1,P9,0.144
2,P9,0.737
3,P9,1.633
4,P9,2.216
5,P9,2.87
6,P9,3.575
7,P9,4.468
8,P9,5.12
9,P9,5.549
10,P9,6.239
11,P9,6.71
12,P9,7.24
13,P9,7.95
14,P9,8.685
15,P9,9.24
16,P9,9.755
1,P1,0.06
2,P9,0.491
3,P9,1.257
4,P9,1.749
5,P9,2.319
6,P9,2.791
7,P9,3.78
8,P9,4.439
9,P9,5.566
10,P9,6.241
11,P9,6.747
12,P9,7.304
13,P9,7.848
14,P9,8.371
15,P9,8.813
16,P9,9.281
17,P9,9.896
1,P6,0.112
2,P8,0.47
3,P8,0.991
4,P8,1.675
5,P8,2.517
6,P8,2.88
7,P8,3.469
8,P8,4.115
9,P8,4.942
10,P8,5.475
11,P8,6.207
12,P8,6.99
13,P8,7.675
14,P8,8.303
15,P8,9.11
16,P8,9.548
1,P1,0.06
2,P8,0.467
3,P8,0.9
4,P8,1.331
5,P8,1.674
6,P8,2.267
7,P8,2.688
8,P8,3.762
9,P8,4.424
10,P8,5.036
11,P8,5.958
12,P8,6.586
13,P8,7.144
14,P8,7.743
15,P8,8.206
16,P8,8.906
17,P8,9.546
1,P6,0.112
2,P6,0.628
3,P6,1.24
4,P6,1.738
5,P6,2.45
6,P6,2.935
7,P6,3.469
8,P6,4.1
9,P6,4.591
10,P6,5.221
11,P6,6.293
12,P6,6.714
13,P6,7.26
14,P6,7.765
15,P6,8.106
16,P6,8.634
17,P6,9.073
18,P6,9.726
1,P4,0.091
2,P6,0.458
3,P6,1.03
4,P6,1.478
5,P6,2.059
6,P6,2.588
7,P6,3.113
8,P6,3.98
9,P6,4.49
10,P6,4.876
11,P6,5.409
12,P6,5.994
13,P6,6.347
14,P6,7.164
15,P6,7.589
16,P6,8.62
17,P6,9.162
18,P6,9.854
1,P1,0.06
2,P9,1.001
3,P9,1.598
4,P9,2.496
5,P9,3.28
6,P9,4.024
7,P9,4.865
8,P9,5.377
9,P9,6.058
10,P9,6.653
11,P9,7.313
12,P9,8.202
13,P9,9.297
1,P10,0.155
2,P10,0.724
3,P10,1.266
4,P10,1.647
5,P10,2.197
6,P10,2.862
7,P10,3.369
8,P10,4.349
9,P10,4.97
10,P10,5.669
11,P10,6.372
12,P10,6.935
13,P10,7.583
14,P10,8.181
15,P10,8.65
16,P10,9.072
17,P10,9.57
1,P6,0.112
2,P5,0.702
3,P5,1.693
4,P3,2.4
5,P6,2.908
6,P5,3.489
7,P6,4.086
8,P6,4.75
9,P6,5.167
10,P6,5.595
11,P6,6.102
12,P6,6.612
13,P6,7.2
14,P6,7.587
15,P6,7.981
16,P6,8.59
17,P6,9.545
1,P7,0.122
2,P7,0.63
3,P7,1.002
4,P7,1.635
5,P7,2.221
6,P7,2.798
7,P7,3.459
8,P7,4.486
9,P7,5.015
10,P7,5.569
11,P7,5.911
12,P7,6.751
13,P7,7.235
14,P7,7.755
15,P7,8.166
16,P7,8.669
17,P7,9.135
18,P7,9.669
1,P9,0.144
2,P9,0.774
3,P9,1.683
4,P9,2.861
5,P9,3.344
6,P9,4.039
7,P9,5.17
8,P9,5.813
9,P9,7.107
10,P9,7.75
11,P9,8.471
12,P9,8.939
13,P9,9.436
1,P5,0.101
2,P6,0.655
3,P6,1.836
4,P6,2.415
5,P6,3.101
6,P6,3.593
7,P6,4.354
8,P6,4.68
9,P6,5.205
10,P6,5.627
11,P6,6.367
12,P6,6.904
13,P6,7.344
14,P6,7.948
15,P6,8.337
16,P6,8.811
17,P6,9.296
18,P6,9.815
1,P2,0.07
2,P9,0.639
3,P9,1.475
4,P9,2.153
5,P9,2.567
6,P9,3.226
7,P9,3.854
8,P9,4.521
9,P9,5.143
10,P9,5.632
11,P9,6.021
12,P9,6.434
13,P9,6.932
14,P9,7.58
15,P9,8.111
16,P9,8.565
17,P9,9.013
18,P9,9.496
1,P6,0.112
2,P8,0.679
3,P8,1.44
4,P8,1.98
5,P8,2.462
6,P8,2.924
7,P8,3.576
8,P8,4.448
9,P8,4.888
10,P8,5.235
11,P8,6.277
12,P8,6.8
13,P8,7.331
14,P8,7.931
15,P8,8.779
16,P8,9.297
17,P8,9.826
1,P9,0.144
2,P9,0.696
3,P9,1.312
4,P9,2.013
5,P9,2.485
6,P9,3.006
7,P9,3.532
8,P9,4.147
9,P9,4.624
10,P9,5.109
11,P9,5.506
12,P9,6.511
13,P9,7.015
14,P9,7.747
15,P9,8.249
16,P9,8.634
17,P9,9.167
18,P9,9.913
1,P3,0.08
2,P9,0.685
3,P9,1.099
4,P9,1.909
5,P9,2.516
6,P9,3.154
7,P9,3.763
8,P9,4.214
9,P9,5.277
10,P9,5.769
11,P9,6.277
12,P9,6.918
13,P9,7.78
14,P9,8.271
15,P9,8.844
16,P9,9.454
17,P9,9.938
1,P7,0.122
2,P7,0.854
3,P7,1.33
4,P7,2.117
5,P7,2.557
6,P7,3.504
7,P7,3.91
8,P7,4.449
9,P7,5.116
10,P7,5.79
11,P7,6.371
12,P7,6.957
13,P7,7.391
14,P7,7.823
15,P7,8.166
16,P7,8.636
17,P7,9.058
18,P7,9.492
1,P10,0.155
2,P10,0.766
3,P10,1.5
4,P10,2.247
5,P10,2.89
6,P10,3.688
7,P10,4.225
8,P10,4.925
9,P10,5.47
10,P10,5.931
11,P10,6.697
12,P10,7.263
13,P10,7.832
14,P10,8.522
15,P10,9.22
16,P10,9.753
1,P4,0.091
2,P4,0.629
3,P2,1.189
4,P2,1.686
5,P7,2.246
6,P7,2.638
7,P7,3.91
8,P7,4.53
9,P7,5.059
10,P7,5.69
11,P7,6.267
12,P7,6.867
13,P7,7.413
14,P7,7.915
15,P7,8.713
16,P7,9.27
17,P7,9.784
1,P3,0.08
2,P10,0.675
3,P10,1.278
4,P10,2.075
5,P10,2.557
6,P10,3.069
7,P10,3.701
8,P10,4.267
9,P10,4.864
10,P10,5.412
11,P10,5.969
12,P10,6.341
13,P10,6.869
14,P10,7.498
15,P10,8.118
16,P10,8.738
17,P10,9.173
18,P10,9.529
1,P9,0.144
2,P9,1.021
3,P9,1.811
4,P9,2.366
5,P9,3.029
6,P9,3.507
7,P9,4.026
8,P9,5.024
9,P9,5.742
10,P9,7.036
11,P9,8.33
12,P9,8.769
13,P9,9.506
1,P1,0.06
2,P1,0.486
3,P4,1.056
4,P10,1.735
5,P10,2.763
6,P10,3.315
7,P10,3.858
8,P10,4.736
9,P10,5.56
10,P10,6.064
11,P10,6.857
12,P10,7.506
13,P10,8.264
14,P10,8.817
15,P10,9.335
16,P10,9.874
1,P6,0.112
2,P6,0.705
3,P6,1.635
4,P6,2.441
5,P6,3.129
6,P6,3.546
7,P6,4.341
8,P6,4.906
9,P6,5.662
10,P6,6.18
11,P6,6.677
12,P6,7.199
13,P6,7.853
14,P6,8.479
15,P6,9.069
16,P6,9.659
1,P9,0.144
2,P9,0.675
3,P9,1.549
4,P9,2.232
5,P9,2.677
6,P9,3.238
7,P9,3.735
8,P9,4.402
9,P9,4.899
10,P9,5.535
11,P9,6.326
12,P9,6.941
13,P9,7.579
14,P9,8.241
15,P9,8.967
16,P9,9.471
1,P9,0.144
2,P9,0.602
3,P9,1.305
4,P9,1.91
5,P9,2.506
6,P9,3.2
7,P9,4.051
8,P9,4.642
9,P9,5.622
10,P9,6.363
11,P9,7.041
12,P9,7.765
13,P9,8.474
14,P9,8.984
15,P9,9.451
1,P4,0.091
2,P10,0.755
3,P10,1.739
4,P10,2.523
5,P10,3.247
6,P10,4.002
7,P10,4.75
8,P10,5.483
9,P10,6.459
10,P10,7.065
11,P10,7.832
12,P10,8.313
13,P10,8.796
14,P10,9.376
1,P8,0.133
2,P8,0.646
3,P8,1.088
4,P8,1.507
5,P8,1.975
6,P8,2.485
7,P8,2.972
8,P8,3.306
9,P8,3.761
10,P8,4.166
11,P8,4.585
12,P8,5.025
13,P8,5.681
14,P8,6.599
15,P8,7.165
16,P8,7.738
17,P8,8.646
18,P8,9.249
19,P8,9.611
1,P2,0.07
2,P8,0.63
3,P8,1.306
4,P8,1.988
5,P8,2.638
6,P8,3.328
7,P8,3.872
8,P8,4.377
9,P8,4.939
10,P8,5.714
11,P8,6.1
12,P8,7.345
13,P8,8.032
14,P8,8.582
15,P8,9.067
16,P8,9.438
17,P8,9.921
1,P3,0.08
2,P1,0.422
3,P9,1.004
4,P9,1.502
5,P9,2.169
6,P9,2.615
7,P9,3.122
8,P9,3.554
9,P9,4.208
10,P9,4.784
11,P9,5.388
12,P9,5.854
13,P9,6.291
14,P9,6.784
15,P9,7.201
16,P9,7.874
17,P9,8.44
18,P9,8.922
19,P9,9.856
1,P4,0.091
2,P5,0.597
